,loss,val_loss,accuracy,val_accuracy
0,0.728844940662384,0.6679482460021973,0.5960874557495117,0.6697247624397278
1,0.6741049885749817,0.6628475785255432,0.6340621113777161,0.6743119359016418
2,0.6499314308166504,0.6583688259124756,0.6478711366653442,0.6376146674156189
3,0.6322359442710876,0.654282808303833,0.6674338579177856,0.642201840877533
4,0.6336674690246582,0.6497683525085449,0.6743383407592773,0.6330274939537048
5,0.6126516461372375,0.6454046964645386,0.6858457922935486,0.646789014339447
6,0.6077638268470764,0.6398617625236511,0.7031069993972778,0.646789014339447
7,0.6326736211776733,0.6361221075057983,0.6823935508728027,0.6513761281967163
8,0.5978423953056335,0.6308532357215881,0.681242823600769,0.6605504751205444
9,0.5824480056762695,0.6262836456298828,0.70540851354599,0.6559633016586304
10,0.5884084701538086,0.6216723918914795,0.7157652378082275,0.6559633016586304
11,0.581769585609436,0.6165391206741333,0.70540851354599,0.6743119359016418
12,0.5685614943504333,0.6118039488792419,0.7272727489471436,0.6788991093635559
13,0.5615001916885376,0.6074649095535278,0.6939010620117188,0.6788991093635559
14,0.5551245212554932,0.6023232936859131,0.716916024684906,0.6972476840019226
15,0.567821741104126,0.5973225235939026,0.711162269115448,0.7064220309257507
16,0.5686137080192566,0.5926669836044312,0.7134637236595154,0.7018348574638367
17,0.5806191563606262,0.588278591632843,0.6939010620117188,0.71100914478302
18,0.5548635721206665,0.5838214755058289,0.7249712347984314,0.7247706651687622
19,0.549357533454895,0.580635130405426,0.7134637236595154,0.7247706651687622
20,0.5385425686836243,0.5773196220397949,0.7318757176399231,0.7247706651687622
21,0.5340646505355835,0.5742226839065552,0.735327959060669,0.7293577790260315
22,0.5242174863815308,0.5723198652267456,0.7318757176399231,0.7293577790260315
23,0.555923581123352,0.5697124600410461,0.7284234762191772,0.7293577790260315
24,0.5241608023643494,0.5684317350387573,0.7456846833229065,0.7293577790260315
25,0.5492611527442932,0.5675509572029114,0.7180667519569397,0.7339449524879456
26,0.5441851019859314,0.5659835338592529,0.7295742034912109,0.7293577790260315
27,0.5402132272720337,0.5645352005958557,0.7284234762191772,0.7293577790260315
28,0.5242019295692444,0.5636782050132751,0.7341772317886353,0.7339449524879456
29,0.5480104088783264,0.5627159476280212,0.7433832287788391,0.7385321259498596
30,0.5397281050682068,0.5626326203346252,0.7215189933776855,0.7431192398071289
31,0.5289563536643982,0.5618451237678528,0.7376294732093811,0.7431192398071289
32,0.5452046990394592,0.5615022778511047,0.7318757176399231,0.752293586730957
33,0.5367417931556702,0.560596764087677,0.7238205075263977,0.7568807601928711
34,0.5526273846626282,0.5606616735458374,0.7249712347984314,0.7568807601928711
35,0.4991036355495453,0.5607991814613342,0.7571921944618225,0.7614678740501404
36,0.5405582189559937,0.561585009098053,0.735327959060669,0.7614678740501404
37,0.5171642899513245,0.5616981387138367,0.7433832287788391,0.7614678740501404
38,0.516778826713562,0.5612474679946899,0.7525891661643982,0.7568807601928711
39,0.5133593082427979,0.559817373752594,0.7583429217338562,0.7614678740501404
40,0.5082628726959229,0.5597495436668396,0.741081714630127,0.7614678740501404
41,0.5220745801925659,0.5593402981758118,0.7583429217338562,0.7568807601928711
42,0.5325291156768799,0.5591455698013306,0.7295742034912109,0.752293586730957
43,0.508374035358429,0.5591342449188232,0.7433832287788391,0.7568807601928711
44,0.5252163410186768,0.5589174628257751,0.7376294732093811,0.752293586730957
45,0.5081414580345154,0.5592837333679199,0.7583429217338562,0.752293586730957
46,0.5060530304908752,0.5583451390266418,0.7514384388923645,0.752293586730957
47,0.5003674030303955,0.5574831962585449,0.7571921944618225,0.7568807601928711
48,0.48611098527908325,0.557193398475647,0.7537399530410767,0.752293586730957
49,0.5028418898582458,0.5582826733589172,0.7686996459960938,0.752293586730957
50,0.49581843614578247,0.5597020983695984,0.7445339560508728,0.752293586730957
51,0.5134204626083374,0.5603287816047668,0.7445339560508728,0.7568807601928711
52,0.5059162974357605,0.5608618259429932,0.756041407585144,0.752293586730957
53,0.4914342761039734,0.5603626370429993,0.761795163154602,0.747706413269043
54,0.48685625195503235,0.5592139363288879,0.7514384388923645,0.747706413269043
55,0.5072211623191833,0.5591773986816406,0.761795163154602,0.752293586730957
56,0.49636414647102356,0.558576226234436,0.7537399530410767,0.7431192398071289
57,0.49892890453338623,0.5582833886146545,0.7537399530410767,0.747706413269043
58,0.5259301662445068,0.5580863356590271,0.7295742034912109,0.747706413269043
